,date,title,link
128,20120221,Prosecutor Cites Profit Motive in Fatal Crane Collapse - The New York Times,https://www.nytimes.com/2012/02/22/nyregion/prosecutor-cites-profit-motive-in-fatal-crane-collapse.html?searchResultPosition=625
129,20140702,2 Companies Accused of Faking Safety Checks at Building Sites - The New York Times,https://www.nytimes.com/2014/07/03/nyregion/companies-faked-safety-inspections-in-new-york-city-prosecutors-say.html?searchResultPosition=627
130,20061002,"Van Accident Kills Parents, but Police Save Their Children - The New York Times",https://www.nytimes.com/2006/10/02/nyregion/van-accident-kills-parents-but-police-save-their-children.html?searchResultPosition=629
131,20061002,"Van Accident Kills Parents, but Police Save Their Children - The New York Times",https://www.nytimes.com/2006/10/02/nyregion/02staten.html?searchResultPosition=632
132,20180315,Several Dead After Walkway Collapse in Miami - The New York Times,https://www.nytimes.com/2018/03/15/us/fiu-bridge-collapse.html?searchResultPosition=633
133,20130319,Second Avenue Subway Worker Is Freed After Hours in Mud - The New York Times,https://www.nytimes.com/2013/03/20/nyregion/subway-worker-is-trapped-in-waist-deep-mud.html?searchResultPosition=641
134,20011026,An Overloaded Hoist Is Suspected in Scaffolding Collapse - The New York Times,https://www.nytimes.com/2001/10/26/nyregion/an-overloaded-hoist-is-suspected-in-scaffolding-collapse.html?searchResultPosition=649
135,20080530,At least one reported dead in New York crane collapse - The New York Times,https://www.nytimes.com/2008/05/30/world/americas/30iht-30crane.13343802.html?searchResultPosition=651
136,20080322,Engineer’s Arrest Spurs Review of 29 Building Inspections - The New York Times,https://www.nytimes.com/2008/03/22/nyregion/22inspect.html?searchResultPosition=655
137,20011202,38 Firefighters Are Among the Injured in Downtown Blast - The New York Times,https://www.nytimes.com/2001/12/02/nyregion/38-firefighters-are-among-the-injured-in-downtown-blast.html?searchResultPosition=658
138,20080108,South Korea: Warehouse Fire Kills 40 - The New York Times,https://www.nytimes.com/2008/01/08/world/asia/08briefs-fire.html?searchResultPosition=661
139,20190427,"Crane Collapse in Seattle Kills 4, Officials Say - The New York Times",https://www.nytimes.com/2019/04/27/us/seattle-crane-collapse.html?searchResultPosition=667
140,20160228,Plan to Expand a Pipeline at Indian Point Raises Concern - The New York Times,https://www.nytimes.com/2016/02/29/nyregion/plan-to-expand-a-pipeline-at-indian-point-raises-concern.html?searchResultPosition=672
141,20080516,100 Feared Dead in Nigerian Pipeline Fire - The New York Times,https://www.nytimes.com/2008/05/16/world/africa/16nigeria.html?searchResultPosition=678
142,20080622,Deutsche Bank Fire Sets Off A Poignant March for Safety - The New York Times,https://www.nytimes.com/2008/06/22/nyregion/22deutsche.html?searchResultPosition=685
143,20080719,4 Killed as Huge Crane Topples at a Houston Refinery - The New York Times,https://www.nytimes.com/2008/07/19/us/19crane.html?searchResultPosition=687
144,20070830,Angry Crowd Questions Contractor - The New York Times,https://www.nytimes.com/2007/08/30/nyregion/30hearing.html?searchResultPosition=696
145,20191020,Explosives Fail to Take Down Crane at Site of Collapsed Hard Rock Hotel - The New York Times,https://www.nytimes.com/2019/10/20/us/new-orleans-hard-rock-crane.html?searchResultPosition=700
146,20041124,Quake Planning Leads to California Building Boom - The New York Times,https://www.nytimes.com/2004/11/24/business/quake-planning-leads-to-california-building-boom.html?searchResultPosition=703
147,20090604,Attacker at New York Police Station Is Shot by Officers - The New York Times,https://www.nytimes.com/2009/06/05/nyregion/05precinct.html?searchResultPosition=707
148,20100208,Purging of Gas Caused Earlier Fatalities - The New York Times,https://www.nytimes.com/2010/02/09/nyregion/09safety.html?searchResultPosition=711
149,20000720,Brick Hits Woman in Head At a Lower East Side Site - The New York Times,https://www.nytimes.com/2000/07/20/nyregion/brick-hits-woman-in-head-at-a-lower-east-side-site.html?searchResultPosition=714
150,20061203,Real-Time Traffic Reports? Get Real - The New York Times,https://www.nytimes.com/2006/12/03/automobiles/03TRAFFIC.html?searchResultPosition=716
151,20100112,Port Shut Down Over Explosives Leak - The New York Times,https://www.nytimes.com/2010/01/13/us/13port.html?searchResultPosition=721
152,20001217,FOLLOWING UP - The New York Times,https://www.nytimes.com/2000/12/17/nyregion/following-up.html?searchResultPosition=731
